stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening D:\School\Info\sokoban\src\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.02656] added dtor for sub_bitmap 00259268, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02661] added dtor for sub_bitmap 002593E0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02696] added dtor for sub_bitmap 00259558, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02704] added dtor for sub_bitmap 002596D0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02710] added dtor for sub_bitmap 00259848, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02715] added dtor for sub_bitmap 002599C0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02721] added dtor for sub_bitmap 00259B38, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02727] added dtor for sub_bitmap 00259CB0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02739] added dtor for sub_bitmap 00259E28, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02745] added dtor for sub_bitmap 00259FA0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02751] added dtor for sub_bitmap 0025A118, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02757] added dtor for sub_bitmap 0025A290, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02768] added dtor for sub_bitmap 0025A530, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02775] added dtor for sub_bitmap 0025A6A8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02781] added dtor for sub_bitmap 0025A820, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02787] added dtor for sub_bitmap 0025A998, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02793] added dtor for sub_bitmap 0025AB10, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02798] added dtor for sub_bitmap 0025AC88, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02804] added dtor for sub_bitmap 0025AE00, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02810] added dtor for sub_bitmap 0025AF78, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02816] added dtor for sub_bitmap 0025B0F0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02822] added dtor for sub_bitmap 0025B268, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02828] added dtor for sub_bitmap 0025B3E0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02841] added dtor for sub_bitmap 0025B558, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02846] added dtor for sub_bitmap 0025B6D0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02852] added dtor for sub_bitmap 0025B848, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02858] added dtor for sub_bitmap 0025B9C0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02864] added dtor for sub_bitmap 0025BB38, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02869] added dtor for sub_bitmap 0025BCB0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02875] added dtor for sub_bitmap 0025BE28, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02881] added dtor for sub_bitmap 0025BFA0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02886] added dtor for sub_bitmap 0025C118, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02893] added dtor for sub_bitmap 0025C290, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02901] added dtor for sub_bitmap 0025DD30, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02907] added dtor for sub_bitmap 0025DEA8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02913] added dtor for sub_bitmap 0025E020, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02918] added dtor for sub_bitmap 0025E198, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02924] added dtor for sub_bitmap 0025E310, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02930] added dtor for sub_bitmap 0025E488, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02936] added dtor for sub_bitmap 0025E600, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02942] added dtor for sub_bitmap 0025E778, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02948] added dtor for sub_bitmap 0025E8F0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02954] added dtor for sub_bitmap 0025EA68, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02959] added dtor for sub_bitmap 0025EBE0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02965] added dtor for sub_bitmap 0025ED58, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02972] added dtor for sub_bitmap 0025EED0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02978] added dtor for sub_bitmap 0025F048, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02984] added dtor for sub_bitmap 0025F1C0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02989] added dtor for sub_bitmap 0025F338, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.02995] added dtor for sub_bitmap 0025F4B0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03001] added dtor for sub_bitmap 0025F628, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03007] added dtor for sub_bitmap 0025F7A0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03013] added dtor for sub_bitmap 0025F918, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03019] added dtor for sub_bitmap 0025FA90, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03026] added dtor for sub_bitmap 0025FD30, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03038] added dtor for sub_bitmap 0025FEA8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03044] added dtor for sub_bitmap 00260020, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03049] added dtor for sub_bitmap 00260198, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03056] added dtor for sub_bitmap 00260310, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03062] added dtor for sub_bitmap 00260488, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03068] added dtor for sub_bitmap 00260600, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03074] added dtor for sub_bitmap 00260778, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03080] added dtor for sub_bitmap 002608F0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03086] added dtor for sub_bitmap 00260A68, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03093] added dtor for sub_bitmap 00260BE0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03099] added dtor for sub_bitmap 00260D58, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03105] added dtor for sub_bitmap 00260ED0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03110] added dtor for sub_bitmap 00261048, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03116] added dtor for sub_bitmap 002611C0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03122] added dtor for sub_bitmap 00261338, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03128] added dtor for sub_bitmap 002614B0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03134] added dtor for sub_bitmap 00261628, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03140] added dtor for sub_bitmap 002617A0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03145] added dtor for sub_bitmap 00261918, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03151] added dtor for sub_bitmap 00261A90, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03159] added dtor for sub_bitmap 00262530, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03165] added dtor for sub_bitmap 002626A8, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03171] added dtor for sub_bitmap 00262820, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03177] added dtor for sub_bitmap 00262998, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03183] added dtor for sub_bitmap 00262B10, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03189] added dtor for sub_bitmap 00262C88, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03194] added dtor for sub_bitmap 00262E00, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03200] added dtor for sub_bitmap 00262F78, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03206] added dtor for sub_bitmap 002630F0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03212] added dtor for sub_bitmap 00263268, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03218] added dtor for sub_bitmap 002633E0, func 6C3B222A
dtor     D               dtor.c:196  _al_register_destructor          [   0.03224] added dtor for sub_bitmap 00263558, func 6C3B222A
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.03234] removed dtor for bitmap 001EEA98
dtor     D               dtor.c:196  _al_register_destructor          [   0.03243] added dtor for font 001EDAF0, func 6CDD105A
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.03248] removed dtor for bitmap 001D3E08
display  W   display_settings.c:669  _al_deduce_color_format          [   0.03313] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
system   D            wsystem.c:721  maybe_parent_dir                 [   0.03330] Also searching D:\School\Info\sokoban\src\
system   D            wsystem.c:771  _al_win_safe_load_library        [   0.03358] PathFindOnPath found: C:\Windows\system32\d3d9.dll
system   D            wsystem.c:682  load_library_at_path             [   0.03364] Calling LoadLibrary C:\Windows\system32\d3d9.dll
system   I            wsystem.c:685  load_library_at_path             [   0.03569] Loaded C:\Windows\system32\d3d9.dll
d3d      I         d3d_disp.cpp:674  d3d_init_display                 [   0.08449] Render-to-texture: 1
